id	제목	제안분류	확신도	구간정밀도	근거	비고
P10058	沈士訥家聞笛	(작업자 기입)	-	-	-	-
P10059	直內司	(작업자 기입)	-	-	-	-
P10060	內司。次而述見贈韻。二	(작업자 기입)	-	-	-	-
P10061	用大陸擬古韻自釋	(작업자 기입)	-	-	-	-
P10062	贈人	(작업자 기입)	-	-	-	-
P10063	初夏省中作	(작업자 기입)	-	-	-	-
P10064	初夏省中作 其二	(작업자 기입)	-	-	-	-
P10065	省中遇雨	(작업자 기입)	-	-	-	-
P10066	叔正樓	(작업자 기입)	-	-	-	-
P10067	有作	(작업자 기입)	-	-	-	-
P10068	有作 其二	(작업자 기입)	-	-	-	-
P10069	城南李亭	(작업자 기입)	-	-	-	-
P10070	除春秋有感	(작업자 기입)	-	-	-	-
P10071	初出國門	(작업자 기입)	-	-	-	-
P10072	抱川道中	(작업자 기입)	-	-	-	-
P10073	金水潭正卿墅作	(작업자 기입)	-	-	-	-
P10074	豐田驛	(작업자 기입)	-	-	-	-
P10075	老客婦怨	(작업자 기입)	-	-	-	-
P10076	宿金城	(작업자 기입)	-	-	-	-
P10077	通溝	(작업자 기입)	-	-	-	-
P10078	歡喜嶺	(작업자 기입)	-	-	-	-
P10079	長安寺	(작업자 기입)	-	-	-	-
P10080	長安寺壁李楨畫變像及山水歌	(작업자 기입)	-	-	-	-
P10081	十王百川洞	(작업자 기입)	-	-	-	-
P10082	靈源寺	(작업자 기입)	-	-	-	-
P10083	從望高臺下。憩松羅菴。	(작업자 기입)	-	-	-	-
P10084	鳴淵	(작업자 기입)	-	-	-	-
P10085	表訓寺	(작업자 기입)	-	-	-	-
P10086	表訓寺 其二	(작업자 기입)	-	-	-	-
P10087	正陽西樓	(작업자 기입)	-	-	-	-
P10088	八角殿看畫佛	(작업자 기입)	-	-	-	-
P10089	開心臺	(작업자 기입)	-	-	-	-
P10090	詠桂樹	(작업자 기입)	-	-	-	-
P10091	待鶴	동물(animal)	56	38%	title	
P10092	宿正陽寺東廂	(작업자 기입)	-	-	-	-
P10093	萬瀑洞	(작업자 기입)	-	-	-	-
P10094	石上有楊蓬萊八大字 八大字。卽蓬萊楓岳元和洞天。	유람(travel)	85	94%	title	
P10095	普德窟	(작업자 기입)	-	-	-	-
P10096	圓通寺	(작업자 기입)	-	-	-	-
P10097	火龍潭	(작업자 기입)	-	-	-	-
P10098	摩訶衍	(작업자 기입)	-	-	-	-
P10099	白田菴	(작업자 기입)	-	-	-	-
P10100	九井峯	(작업자 기입)	-	-	-	-
P10101	寂滅菴	(작업자 기입)	-	-	-	-
P10102	朴達串	(작업자 기입)	-	-	-	-
P10103	隱身臺	(작업자 기입)	-	-	-	-
P10104	兜率菴	(작업자 기입)	-	-	-	-
P10105	成佛菴	(작업자 기입)	-	-	-	-
P10106	佛頂臺	(작업자 기입)	-	-	-	-
P10107	楡岾寺	(작업자 기입)	-	-	-	-
P10108	山映樓	(작업자 기입)	-	-	-	-
P10109	宿東檀寮	(작업자 기입)	-	-	-	-
P10110	耕庫。別鄭生 斗源。仍下山。生深於丹學者	(작업자 기입)	-	-	-	-
P10111	百川橋	(작업자 기입)	-	-	-	-
P10112	淸磵亭晝睡	(작업자 기입)	-	-	-	-
P10113	雙成湖	(작업자 기입)	-	-	-	-
P10114	道中望洛山	(작업자 기입)	-	-	-	-
P10115	宿洛山寺	(작업자 기입)	-	-	-	-
P10116	府伯送酒妓	(작업자 기입)	-	-	-	-
P10117	至沙村	(작업자 기입)	-	-	-	-
P10118	湖亭	(작업자 기입)	-	-	-	-
P10119	到郡登化鶴樓	(작업자 기입)	-	-	-	-
P10120	與景武宿學仙堂	(작업자 기입)	-	-	-	-
P10121	聽伯姬謳	(작업자 기입)	-	-	-	-
P10122	寓懷	(작업자 기입)	-	-	-	-
P10123	試士回到楊山作	(작업자 기입)	-	-	-	-
P10124	因軍務曉渡海。至黃州記事。	(작업자 기입)	-	-	-	-
P10125	宿黃州	(작업자 기입)	-	-	-	-
P10126	宿瑞興人家	(작업자 기입)	-	-	-	-
P10127	在郡夕作	(작업자 기입)	-	-	-	-
P10128	懶翁來	한적(tranquility)	40	27%	term	
P10129	初坐軒	한적(tranquility)	41	27%	term	
P10130	安城館。逢釣城昆季。宗人也	송별(farewell)	54	38%	title, term	
P10131	還郡	유람(travel)	42	27%	term	
P10132	晨起	애상(sympathy)	47	27%	term	
P10133	晨起 其二	계절(season)	49	27%	term	
P10134	漫吟	애상(sympathy)	37	14%	term	악부/제영(확신↓)
P10135	送無爲歸山	송별(farewell)	93	94%	title, term	
P10136	汝仁來自西京	유람(travel)	65	52%	title	
P10137	黃牧送二妓 朴東說說之同科壯元	송별(farewell)	89	94%	title, term	
