id	제목	제안분류	확신도	구간정밀도	근거	비고
P16956	夜來無一寐自念百年事懷抱耿耿又料君進退實難想同余不眠取酒一酌醺然因記舊韻輒成短律遲明投擇之足下	(작업자 기입)	-	-	-	-
P16957	夜來被酒獨臥風雨中思轉無聊補外之計尤耿耿往來於懷所謂發於夢寐者寧非然耶近日與君不見殊久世事益可笑也燈下醉書誾白擇之	(작업자 기입)	-	-	-	-
P16958	讀詩未能下懷世間玆計從來難遂況天不曾饒吾輩耶僕憂患之後所慮益萬萬尤不願留近須見叔達謀我堤川事世多以吾爲累人恐不能遂秪觸其厭欲觀叔達意使士華圖之也滿在近日故云誾白擇之	(작업자 기입)	-	-	-	-
P16959	夜還被酒家僮進短簡乃擇之詩也伸紙一讀取筆書數句戒家僮待明報之	(작업자 기입)	-	-	-	-
P16960	九日簡擇之	(작업자 기입)	-	-	-	-
P16961	宿三田渡	(작업자 기입)	-	-	-	-
P16962	僕世故多不快意雖有秋花未能解余懷對之秪益自悲酒亦不可飮也故此奉投病眼尙一明如君之亦覆觴何此花可謂厄耳誾白容齋先生	(작업자 기입)	-	-	-	-
P16963	容齋對菊與擇之同賦	(작업자 기입)	-	-	-	-
P16964	容齋對菊與擇之同賦 其二	애상(sympathy)	45	27%	term	
P16965	容齋對菊與擇之同賦 其三	(작업자 기입)	-	-	-	-
P16966	擇之辭病之計已得遂否聊以短詩相問	(작업자 기입)	-	-	-	-
P16967	直卿尙抱舊病擇之養眼不出文酒之會日益寥落今朝對雪憂感忽至聊題五字一伸鄙懷奉贈二君	(작업자 기입)	-	-	-	-
P16968	夜坐感懷和容齋學士立春見寄	(작업자 기입)	-	-	-	-
P16969	夜坐感懷和容齋學士立春見寄 其二	(작업자 기입)	-	-	-	-
P16970	奉和擇之學士人日見寄	(작업자 기입)	-	-	-	-
P16971	聞誠之得第甲子閏月廿七日雨中仲說被酒書于東萊謫舍	(작업자 기입)	-	-	-	-
P16972	聞誠之得第甲子閏月廿七日雨中仲說被酒書于東萊謫舍 其二	(작업자 기입)	-	-	-	-
P16973	聞誠之得第甲子閏月廿七日雨中仲說被酒書于東萊謫舍 其三	(작업자 기입)	-	-	-	-
P16974	贈止亭	(작업자 기입)	-	-	-	-
P16975	將赴容齋夜話先簡一詩冀轉示止亭寓庵	(작업자 기입)	-	-	-	-
P16976	昨日之事十年來不可復再欲爲一詩以就後觀而昨夜醉甚曉又餘酲以動高興	(작업자 기입)	-	-	-	-
P16977	病眼次友人韻簡擇之求和	(작업자 기입)	-	-	-	-
P16978	再和擇之	(작업자 기입)	-	-	-	-
P16979	次擇之韻	(작업자 기입)	-	-	-	-
P16980	次擇之韻 其二	(작업자 기입)	-	-	-	-
P16981	次擇之韻 其三	(작업자 기입)	-	-	-	-
P16982	直卿將返嶺南舊居詩以寄之用擇之韻	(작업자 기입)	-	-	-	-
P16983	直卿將返嶺南舊居詩以寄之用擇之韻 其二	(작업자 기입)	-	-	-	-
P16984	遊鳳凰巖	(작업자 기입)	-	-	-	-
P16985	遊鳳凰巖 其二	(작업자 기입)	-	-	-	-
P16986	松京途中	(작업자 기입)	-	-	-	-
P16987	遊櫪巖	(작업자 기입)	-	-	-	-
P16988	福靈寺	(작업자 기입)	-	-	-	-
P16989	朗月寺盤松	(작업자 기입)	-	-	-	-
P16990	次靈通壁上韻	(작업자 기입)	-	-	-	-
P16991	大興洞途中用擇之韻	(작업자 기입)	-	-	-	-
P16992	壬子自神勒寺下棹舟登淸心樓次牧隱韻	(작업자 기입)	-	-	-	-
P16993	此行風景甚奇恨不與故人同樂悄悄獨坐情益無聊因思擇之遊靈通詩惜無吾輩與同醉之句有懷其人作詩寓意云	(작업자 기입)	-	-	-	-
P16994	舟中對月	(작업자 기입)	-	-	-	-
P16995	戲擇之	(작업자 기입)	-	-	-	-
P16996	悼淳夫	(작업자 기입)	-	-	-	-
P16997	依靈通舊令	(작업자 기입)	-	-	-	-
P16998	依靈通舊令 其二	(작업자 기입)	-	-	-	-
P16999	十月四日與擇之約携酒叩仁老擇之忽以病報不果獨坐有感於心終南故人偶以菊花見寄對之自慰妻輒呼小鐵鐺煮酒且酌且勸飮之不計巡醺然醉夜已再鼓矣取紙筆書數句爲詩待明寄擇之發病中一笑醉中書頗有所謂沓拖風氣末句聊以戲之耳	(작업자 기입)	-	-	-	-
P17000	呼韻	(작업자 기입)	-	-	-	-
P17001	呼韻 其二	(작업자 기입)	-	-	-	-
P17002	呼韻 其三	(작업자 기입)	-	-	-	-
P17003	李永元將返湖南以畫四幅求詠與擇之同賦	(작업자 기입)	-	-	-	-
P17004	李永元將返湖南以畫四幅求詠與擇之同賦 其二	(작업자 기입)	-	-	-	-
P17005	李永元將返湖南以畫四幅求詠與擇之同賦 其三	(작업자 기입)	-	-	-	-
P17006	李永元將返湖南以畫四幅求詠與擇之同賦 其四	(작업자 기입)	-	-	-	-
P17007	贈直卿	(작업자 기입)	-	-	-	-
P17008	亂簡中偶見翠軒餞李永元聯句一篇讀之深起感焉吾輩近日過從太疏豈此子不在故歟索酒高吟用原韻	(작업자 기입)	-	-	-	-
P17009	爾來絶不作文字案上有擇之詩時時諷誦之餘有感於心和成三首	(작업자 기입)	-	-	-	-
P17010	爾來絶不作文字案上有擇之詩時時諷誦之餘有感於心和成三首 其二	(작업자 기입)	-	-	-	-
P17011	爾來絶不作文字案上有擇之詩時時諷誦之餘有感於心和成三首 其三	(작업자 기입)	-	-	-	-
P17012	重和	(작업자 기입)	-	-	-	-
P17013	重和 其二	(작업자 기입)	-	-	-	-
P17014	夜臥誦曾來鳴字韻詩有感因和之聊付書以寄	(작업자 기입)	-	-	-	-
P17015	和擇之	(작업자 기입)	-	-	-	-
P17016	軒翠春睡之餘浩浩乎有興披詠前詩尤不能自禁明日之約可能諧否聊用原韻呈容齋發興	(작업자 기입)	-	-	-	-
P17017	營後亭子	(작업자 기입)	-	-	-	-
P17018	營後亭子 其二	(작업자 기입)	-	-	-	-
P17019	營後亭子 其三	(작업자 기입)	-	-	-	-
P17020	營後亭子 其四	(작업자 기입)	-	-	-	-
P17021	營後亭子 其五	(작업자 기입)	-	-	-	-
